previous_operator_utterance,current_utterance
オペレーター: じゃあ例えばホテルの中とかもなんかちょっとー、雰囲気違って嫌ですよねー、そうですよねー。もっと庶民的な所を、じゃあ何件か。,カスタマー: え、そ、そうですね、そう、そうです、そうですねー、はい。
オペレーター: ぴったりなのかなー、という、ランチタイムに行列が出来るくらいですのでー、まあ、ただ、そこまでして、トルコライス食べたくないー。,カスタマー: ええ。そうですね。そこまでしてっつうのはないですね。えうんー。
オペレーター: ええ、<>、普通の所でよろしいですかね。かしこまりました。では、少々お待ちくださいねー。,カスタマー: もっと普通、普通っていうか、うん。
オペレーター: あのー、千九百三十年に創業した、老舗の洋食レストラン…。のトルコライスっていうのはどうですか。,カスタマー: あっ、良いですねー。あのー。
オペレーター: ええ、ええ。,カスタマー: なん、かその老舗のっていうのが。
オペレーター: ええ、ええ、ええ、ええ。,カスタマー: なんか元祖を食べている、元祖～、に近いようなのを味わえそうな気がして、なんか良いですね。
オペレーター: そういった意味でー、結構観光では、魅力なん、だけ、ど、まあ特に特徴はない、っていう感じですのでー。スーッ、あのー。,カスタマー: それでしたら、い、今～、さっきの方が良いですねー。
オペレーター: ではお客様、もしよろしければなんですけれどもー、あのー…、ミュージアムレストラン、ですので、折角なので、この長崎歴史文化博物館の方にも行ってみますか。,カスタマー: あっ、そうですね、はい。
オペレーター: こちらでは、この長崎、歴史文化博物館の情報も、ご案内致しますね。,カスタマー: はい。
オペレーター: 締めのような感じでー、いへっへっ、ご談義の後、ちょうど、楽しいかなー、という風に思いました。,カスタマー: 良いです、良いですねー、ええ、ええ、ええ。
オペレーター: そうですよねー。教科書とかでしか見たことないですので、是非こちらもいかがで…。,カスタマー: ええ、その、大きさ感とかね、そういうの見たいと思います。ええ。
オペレーター: では、こちらも行先に入れておきますか。,カスタマー: はい。
オペレーター: では、こちらも行先に入れておきますか。,カスタマー: あっ、お願いしまーす。
オペレーター: どちらへのご旅行になりますでしょうか？,カスタマー: あ、沖縄への旅行になります。はい。
オペレーター: それではいつ頃ご旅行なさるか、もうお決まりでしょうか。,カスタマー: えー、7月から9月の、大体夏ぐらいを予定しております。
オペレーター: はい。では何名様でご旅行なさいますか？,カスタマー: あ、4名になります。
オペレーター: こちらお友達との4名様でしょうか？あるいはご家族での4名様でしょうか。,カスタマー: あ、家族です。
オペレーター: ご家族でございますね。では小さいお子様はいらっしゃいますか？,カスタマー: あ、います。
オペレーター: 沖縄のどのあたりに行きたいかとかは何かご希望はございますか？,カスタマー: えーとですね、まあ非日常を感じたいっていうのなので。
オペレーター: ええ、ええ。ええ。,カスタマー: えー、まあ私が東京に住んでいるので、なんかリラックスできるような場、場所。
オペレーター: ええ、ええ。ええ、ええ。,カスタマー: に行きたいなって思いました。
オペレーター: 例えば那覇は避けてみるとかいかがでしょうか。,カスタマー: あ、はい。那覇。避ける感じで大丈夫です。
オペレーター: ええ、ええ。ではかしこまり。ええ、どうぞ。,カスタマー: あ、中部から北部でお願いしたいです。
オペレーター: あるいは自然のものを何か見てみるか、どちらかご希望等はございますか？,カスタマー: えーと、自然のものを見てみたいですね。はい。
オペレーター: ではですね、お客様、他にも何かご覧になったり、あるいはお食事のほうお考えになりますか？いかがでしょうか。,カスタマー: あ、そうですね、沖縄なので、やはり沖縄料理がすごい気になっています。
オペレーター: ええ。ええ、ええ。,カスタマー: ので、そういった沖縄料理をこう、なんだろうな。
オペレーター: というような流れも考えられるかと思います。,カスタマー: そうですね、という意味であれば、昼に海側に行っ。
オペレーター: ええ。ええ。ええ。,カスタマー: ああ、違うな。昼に森側に行って夜に海側に行くほうでお願いしたいです。
オペレーター: はい。少々お待ち下さいませ。では夜は料理のジャンルはいかがでしょうか。どういったものでもよろしいですか？,カスタマー: そうですね。えっと、魚、刺し身とかが、魚料理をメインで食べられる場所がいいですね。
オペレーター: ですので、ええ、お客様のご希望教えていただければと思います。,カスタマー: えーと、会社の職場と、あと親戚に持って帰るお土産を選びたいので。
オペレーター: ええ。ええ。ええ。ええ、ええ。ええ。,カスタマー: 食べられるもので、比較的リーズナブルなものがいいです。
オペレーター: ではお客様、他に何かご覧にならなくて大丈夫ですか？まだ滝一箇所しか訪問していないんですけれども。,カスタマー: あ、そうですね。あのーやっぱり沖縄だと魚、まあ食べるのも有名なんですけれども。
オペレーター: ええ。ええ、ええ。,カスタマー: なんか見るほうも発掘したいなと思ってるんですけども。
オペレーター: ええ、ええ。そうですよね。,カスタマー: どこかそういうスポットがあれば紹介していただきたいです。
オペレーター: いかがでしょうか？どちらかお選びになりますか？,カスタマー: そうですね。私個人もちょっとび、ジンベエザメは見てみたいので。
オペレーター: では、えー、本日、早速ですけども、えー、ご旅行の、えー、まず行き先、ご人数などですね、えー、教えていただいてもよろしいでしょうか？,カスタマー: 今のところ北海道に妻と2人で。
オペレーター: 北海道。,カスタマー: 行きたいなあって思ってます。
オペレーター: で、えーと、そちらのほうに行って何かやりたいみたいなの。,カスタマー: そう。できれば。
オペレーター: あれば。,カスタマー: 松山千春の実家かなんか訪れてみたいですね。
オペレーター: アロマのお土産みたいな。,カスタマー: 広い花畑を見てみたかったなあっていう感じですかね。
オペレーター: 花畑であれば、あの、何だろう、何でも、何でも、特に、こだわりじゃないけど、きれいであればって感じですかね？,カスタマー: まあ、できれば北海道特有のというか名産のというか、だったら、なおさらいいですけどね。
オペレーター: 行く季節。,カスタマー: 季節はー、夏がいいですかね。
オペレーター: で、えーと、庭園のほう、えー、今ご案内させていただいたんですけど、他に何か見たいものとか、ございますか。,カスタマー: 一つには、やっぱり北海道なんで地平線が見たいのと、ま、今のところで見れればそれでいいんですけど。
オペレーター: うんうん。,カスタマー: それと、あと、できれば牧場、牛なんかの、広い。
オペレーター: 牧場。,カスタマー: 牧場なんかも近くにあれば見たいかなっていう感じですかね。
オペレーター: はい、ありがとうございます、どちらへのご旅行になりますでしょうか。,カスタマー: えっとですねー、ちょっと週末に沖縄に行くことになってー。
オペレーター: 左様でございますが、では沖縄へのご旅行でございますねー。,カスタマー: そうですー。
オペレーター: ありがとうございます、いつごろ、もう週末というのは、今度の週末とかでよろしいですか。,カスタマー: えーとですね、再来週の週末なんですけどー。
オペレーター: では、えー、再来週、まあ冬の時期にあったご旅行先ということでよろしいでしょうか。,カスタマー: はい、はい。
オペレーター: かしこまりました、では何名様でのご旅行になりますか。,カスタマー: えっと、一人なんですけどー。
オペレーター: お1人様でございますね。,カスタマー: はい。
オペレーター: かしこまりました、ではえー、本日承りますのがー、こちら沖縄へのご旅行で、えー、時期が冬、一名様ということでお間違えないでしょうか。,カスタマー: はい、そうです。
オペレーター: ありがとうございます、ではまずですね、沖縄に行ってメインでどういうことをしたいか、決めていきませんか？,カスタマー: あ、はい、お願いしまーす。
オペレーター: はい、ではですね、お客様、沖縄に行って何をしたいか何かご希望ございましたら、アイデアをいただけますでしょうか。,カスタマー: そうですね、まあ沖縄と言えば、海なんで、ビーチにちょっと水遊びじゃないですけど、ゆっくりしたいなあとか、リラックスですね、はい。
オペレーター: はい、ではビーチでお調べしてもよろしいでしょうか？,カスタマー: あ、お願いしまーす。
オペレーター: かしこまりました、ではお客様、あのー、沖縄のなかでー、例えば7のような南部と、あと北部、どちらがよろしいでしょうか。,カスタマー: あー、ちょっと沖縄よく分からなくてー、あ、でも島行ってみたいです。
オペレーター: そうですよね、なんか、都会感が強すぎますしー<>。,カスタマー: できれば離島に行ってみたいんですけどー。
オペレーター: ええー、左様でございますか、では、那覇からはな、沖縄の本島ですね、から離れた離島がよろしいでしょうか、それとも本島からすぐに行ける離島がよろしいでしょうか。,カスタマー: あー、近いほうがいいですねー、あんまり移動の時間はとりたくないんでー。
オペレーター: アクセスとしても非常に便利ですしー、こちらですねえ、えー、那覇のバスターミナルから40分となっておりますのでー、ええー、アクセス良く、えー、例えばですねこのビーチを楽しんだ後にほかのものを見るとかー、そういった点でもこちらの立地は非常に良いのではないかなと思ったんですけど、ええー、いかがでしょうか。,カスタマー: あーちょっとそこ候補にしたいですね。
オペレーター: もっとたくさんもうビーチづくしで、次もビーチ、前もビーチみたいな感じで行くのとー、それかほか例えばお買い物をするとかー、何か、まあもちろんお食事は別途お考えいただくのが良いんですけれども、まあお買い物系とかー、あるいはどうでしょう、もっとビーチで行くか、なんか別のアトラクションがいいか。,カスタマー: ちょっと話が飛んでしまうんですけどー、離島でなんか牛がひっぱる車に乗るのってあるじゃないですか<>あれちょっと一回乗ってみたいんですよねー。
オペレーター: 石垣島の方にも、こちら水牛が車をひっぱってー、海の中の、なんていうの海岸沿いですか。,カスタマー: あー、それがいいですねー、うーん。
オペレーター: そうですね、ちょっとまあ体力を使うような<>それにお客様ちょっと冬ですと、このセグウェイ、外は寒いかもしれませんね。,カスタマー: あっは、あーそうですね、あんまり汗かくことはしたくないんでー。
オペレーター: ええー、そうですよね、ではもしよろしければ、こちらの水牛の車に乗る観光がちょうどよいかなあと思ったんですけれども<>。,カスタマー: あ、はい、それがいいです。
オペレーター: ではこちら平田観光と言いますので、こちらをリストに加えておきますね。,カスタマー: はい。
オペレーター: はい、ではですねー、沖縄の郷土料理でお調べしてみましょうか。,カスタマー: はい。
オペレーター: ええー、あ、そうですよね、お客様そうなりますと、アグー豚のしゃぶしゃぶ食べても、なんか沖縄って感じしませんかね？,カスタマー: あー、あっは、あ、でも好きなんでー、OKです。
オペレーター: ええー、あそうですか、えー、私共の方に映っている写真を拝見しますとー、アグー豚のしゃぶしゃぶでしたりー、あとーちょとレア感が残ったー、えー、アグー豚のとんかつ<>そういう、お客様がよろしければ、もちろんこちらおすすめなんですけどもー、ちょっとこれ東京でも食べられるよって、あのつっこまれるときついところがございますので、もしよろしければ、ほかのところもお調べしましてー、比較していただくのが一番いいかなと思います。,カスタマー: あ、そうですねー。
オペレーター: ではですね、ほかのジャンルもお調べしてよろしいですか。,カスタマー: はい、お願いします。
オペレーター: うーん、沖縄ちょっとお魚って感じでもないのかなあっていう気はするんですけれどもー、ちょっとそうですね、ちょっと郷土料理<>うーん。,カスタマー: なんだろう、ゴーヤとかそういうもの<>うーん。
オペレーター: あ、ゴーヤでございますか、お客様ゴーヤはお好きですか。,カスタマー: 好きですー。
オペレーター: あ、お客様、麺類はお好きですか？,カスタマー: あ、好きですー。
オペレーター: あ、そうですか、あのー、こちらですねー、沖縄のソーキそばがございますねー。,カスタマー: あー、うーん、まあ沖縄料理は全般的に好きなんで何が出てきてもいいです。
オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: あー、はい。
オペレーター: なるほど、そうですねー、なんかそのお店のご提供の仕方としてはー、ソーキそばのところはソーキそばばっかりが多くて、まあ<>、そうですね、そうでしたらやっぱソーキそばも食べれるしー、えー、ほかのなんか沖縄料理のようなものも食べれるお店のほうがいいですかね。,カスタマー: うーん、できれば、そのほうがいいですね、いろいろつまめるみたいな、うーん。
オペレーター: あ、良かった、そうしますと、ゴーヤチャンプルも食べれるしー、島豆腐も食べれるしー、もとぶ牛も食べれるしー、アグー豚も食べれるしー、やんばる若鶏も食べれ、たぶん全部は食べれないですけれども、ええ、そうですよねー<>。,カスタマー: あっはっは、ちょっと食べきれるか分からないけど、でもこのお店いいですね。
オペレーター: なので、ここは夕ご飯にしてー、お昼は別の場所お調べしてみましょうか。,カスタマー: あ、はい、お願いします。
オペレーター: そうですね、さっきの話だとソーキそばとかになりますがー、例えばまあ夜はこういった和食ですのでー、お昼は洋食にするとか、あるいはもっと、ええ。,カスタマー: いやー、でも沖縄で洋食、あんまりピンとこないでソーキそばでいいかなあ。
オペレーター: あー、そうですね、たぶん長袖はみなさん着てるんじゃないかなと思うんですけど。,カスタマー: うーん、うーん、あー、まあ、テイクアウトもありなんで、うーん。
オペレーター: ここですね、私共の方でご案内できるお店がですねー、例えばもうソーキそばの専門店のようなところがいいかー、あるいはー、ソーキそばとセットで、ほかのランペイとか、そういったこう定食のような感じになっているお店がいいかー、<>。,カスタマー: ま、定食のほうがいいかなー、なんかちょっと気が変わったときに、うーん。
オペレーター: そうですねー、なんていうんでしょう、今さっき申し上げましたようにタコスみたいな洋食もございますしー、こういう沖縄の伝統料理のようなものもございますしー、どうでしょう。,カスタマー: そうですね、うーん、まあそのパターンでいってみようかな。
オペレーター: では、先ほどのタコスの店はなしにしますか？,カスタマー: タコス、一応教えといていただけます。
オペレーター: はい、えー、まずタコスのお店が何度も申し上げまして申し訳ございませんが、タコス専門店タコヤ国際通り店でございますね。,カスタマー: はい。
オペレーター: そして、夕ご飯は美食ダイニングえん沖縄でお召し上がりいただくということでよろしいでしょうか？,カスタマー: はい、大丈夫です、OKです。
オペレーター: ではあのー、まずえー行き先から伺ってもよろしいですか？,カスタマー: そうですね、北海道に行きたいなーと思ってます。
オペレーター: ちなみに時期はいつごろでしょう？,カスタマー: 時期は夏ですね、はい。
オペレーター: 夏の北海道ですね。,カスタマー: 夏の北海道一応行きたいなーと。
オペレーター: で、えー、もうやりたいこと、例えばなんか、あったりしますか、具体的に。,カスタマー: あのー、友人と行こうと思ってるんですよ、男2人で。
オペレーター: あ、なるほど。,カスタマー: なんか北海道のワインて結構今、ブームっていうか人気が出てきてるなって話をちょっとちらっと聞いて、僕も好きなんで、まぁあのグルメ観光と合わせながらちょっとワイン、なんかワインツーリズムなんてよくよくなんか、最近ちょっと聞くんですけど。
オペレーター: うんうん。,カスタマー: ま言わばワイナリーをこう、まわってみたいなっていう、うん。
オペレーター: そうですね、ちょうどまぁ、うん。,カスタマー: まぁ、そうですね、ちょっと、うん、行けるにはいいかなと、でーそうだなー。
オペレーター: そうですね、ちょうどまぁ、うん。,カスタマー: ちょっとまぁお昼、ランチと夜、夜あれだなー、やっぱジンギスカン有名じゃないですか。
オペレーター: ジンギスカンですか、はい。,カスタマー: まぁす、はい、まぁ札幌周辺でまぁちょっと過ごしたいなと思ってるので、なんかやっぱり美味しいところをちょっと探してもらうことできますか？
オペレーター: ワイン。,カスタマー: なんか広ーい、まやっぱおひ、北海道広いんで、なんか自然を楽しめそうなところ、ちょっと抽象的かなぁ、あのーなんかそうですね、公園でもなんかすごいでかそうなんで、なんかそういうこう。
オペレーター: 自然、うん。,カスタマー: うーん、ちょっとちょっと地元の人が行くっていうか、なんていうのかななんか、ちょっと楽しめそうな、うーん、アクティビティというか、なんかそれもできそうなところってなんかありますかねー。
オペレーター: とか、はい。,カスタマー: あとそうだなー。
オペレーター: とか、はい。,カスタマー: なんか、夏だからこそ北海道を楽しめそうなところってあります？ちょっと抽象的か、うーん。
オペレーター: 動物とかって、お好きですか？,カスタマー: あーいいですね、動物、そうですね、動物ふれあいたいですね、うん。
オペレーター: お客様、どのようなご旅行をお考えでしょうか？,カスタマー: えー、65歳以上の
オペレーター: はい,カスタマー: 両親とー
オペレーター: はい,カスタマー: 私の3人家族でー
オペレーター: はい,カスタマー: 北海道を、冬の北海道を
オペレーター: はい,カスタマー: 観光してみたいと考えています。
オペレーター: はい、はい,カスタマー: 冬に行きますので、できれば、そのー、北海道の冬の自然をー
オペレーター: はい,カスタマー: 満喫できるようなところにー、一箇所は行ってみたいと考えています。
オペレーター: はい,カスタマー: ただー、えっとー
オペレーター: はい,カスタマー: ずっとその寒いところだとー、両親がたぶん高齢なのでー、体がこたえると思いますのでー
オペレーター: はい,カスタマー: ま、あのー、なんだろう、あったかい食べ物？
オペレーター: はい,カスタマー: 北海道の温かい、その地の食べ物、をー食べて
オペレーター: はい,カスタマー: ま、体を温めたいなーとゆう風にも考えています。
オペレーター: はい,カスタマー: 一点はー、そのー
オペレーター: はい,カスタマー: なんだろう、流氷とかー
オペレーター: はい,カスタマー: あとー、なんだろう、岬？
オペレーター: はい,カスタマー: なんだろう、襟裳岬とか<>、はい。
オペレーター: はい,カスタマー: 岬、ま、自然を満喫してー、で、もう一箇所はー、あの
オペレーター: はい,カスタマー: 冷えた体をー、あのー、温泉で温めたいなと思ったんですけどー
オペレーター: ええ,カスタマー: もしー、そのー、道内でー、えーとー
オペレーター: ええ,カスタマー: 温泉って、あのー
オペレーター: はい,カスタマー: 飲む、ことができる温泉も数少ないんですけど、ありまして
オペレーター: あー、ええ,カスタマー: あのー、そういうところがあればー、あの、今ご紹介いただいた温泉も
オペレーター: はい,カスタマー: いいんですけどー、ちょっと
オペレーター: はい行ってみたいなって思いがあります。あとはー,カスタマー: はい行ってみたいなって思いがあります。あとはー
オペレーター: はい行ってみたいなって思いがあります。あとはー,カスタマー: 北海道、結構、何でも美味しいものがあるのでー
オペレーター: あー、ええ,カスタマー: 美味しいスイーツとかも、お土産で買いたいなってふうに思っていますー。
オペレーター: よろしくお願いします、ご利用ありがとうございます、えっと今回は、あの、ご旅行、どのような感じで考えてらっしゃいますか？,カスタマー: はい、あの、大阪なんですけど<>、えっと、家族4人で、あの、はい、観光したいと思っているんで。
オペレーター: えっと、季節とかなにかご希望ございますか？,カスタマー: あの、冬を考えてます。
オペレーター: じゃあちょっとあまり指定はしないで、えーと、あとなにか、あの、したいこととかってありますかね？,カスタマー: そうですね、なんかあのー、本当はユニバーサルスタジオに行きたいんですけどー、<>のあと時間がもうどっかり取られちゃうんでー、うーん。
オペレーター: 一応、あのー、遊ぶとか見るとかっていうのでー選択ができるんですけれどもー、えっと一応、<>。,カスタマー: あ、えっと、そうですね、あの、はじめて行くので、あのー、中心部に行ってみたくってー、あの心斎橋っていうんでしたっけ、とか通天閣とか、ああいうとこは行ってみたいです。
オペレーター: その他、もうそろそろお昼とかになると思うんですけど、お昼とかー何か召し上がりたいものとかありますか？,カスタマー: そうですね、あの、大阪らしいものっていうことで、<>たこ焼き、とか、な。
オペレーター: <>出てきてるんですけれどもー、一応、ミナミのベイエリアっていうところが、この通天閣の近くなんですけれども、あのー、和食であったり洋食であったり、何かありますか、ご指定は。,カスタマー: あー、そうです、たこ焼きとかなんかそういう、あのー。
オペレーター: お店に入って食べたほうがいいですか、それとも外で食べたほうがいいですかね。,カスタマー: そうですね、じゃああの、外で、あ、食べるのもいいですね。
オペレーター: えっとー、いろいろあるんですが、和食と洋食どちらがいいですか？,カスタマー: えーとじゃあ、あの、和食でー。
オペレーター: 本日はご利用いただきまして、ありがとうございます。はい、お客様、どのようなご旅行をお考えでしょうか？,カスタマー: はい、えーとー、友達と二人で、関西の方に行きたいと思ってるんですけど。
オペレーター: はい。えーと、いつ頃の予定でございますか？,カスタマー: そうですねー、4月ぐらいで考えてます。
オペレーター: はい。,カスタマー: 関西なので。
オペレーター: ええ。,カスタマー: すごい食べ歩きとかー、できたらいいなーと思ってるんですけど。
オペレーター: はい。,カスタマー: その、食べ歩きできるようなイメージでー、例えば。
オペレーター: ええ、ええ。はい。,カスタマー: んー、なんだろうな。串カツ？串カツとか、あのたこ焼きとか、そういうお好み焼きとか、なんかそういう系のもの？が食べたいなーと思ってるんですけど。
オペレーター: うんうん。ええ。,カスタマー: でもせっかくなら夜景見たいかなって思いました。
オペレーター: そういったご要望はございますか？,カスタマー: 買いたいもの。お土産とかですかね？
オペレーター: ええ、ええ。はい。,カスタマー: うーん。大阪の、あの、グリコの、グリコの場所というか、あの、あの有名な場所あるじゃないですか。
オペレーター: あ、ああ、はい。,カスタマー: はい。あの辺、あの辺って、なんかあるのかなって思ったんですけど。
オペレーター: フフ、すごい楽しみですね。,カスタマー: なんか、甘いもの？なんか。
オペレーター: あ。はいはい、甘味処みたいな。はい。,カスタマー: はい、なんか、そういうのも知りたいです。
オペレーター: ええ、ええ。はい、あとなにか、お客様のほうで、何かご要望はございますか？,カスタマー: ああ、今のプランで満足です。
オペレーター: えっとー、今回はどのようなご旅行をご希望ですか？,カスタマー: えっとー、ちょっと友達と2人で、あの旅行に行こうと思ってて、であのー、あ静岡県に行きたいんですけど。
オペレーター: 静岡はどこか、あのー、こことかありますか？あのー。,カスタマー: あ、そうですね、え特に、あの行き先とかを、ま地方とかを決めてないんですけど。
オペレーター: あ、はい。,カスタマー: あのー、ま静岡なので、こう電車で旅行しようかなと思ってて。
オペレーター: あ、はい。,カスタマー: でその景色のいいところに、を見に行きたいなと思ってて。
オペレーター: どちらの方がいいですか？,カスタマー: そうですねー、まずとりあえず海がみたいので、なんか伊豆とかの方かなー。
オペレーター: はい。,カスタマー: 伊豆じゃないですね、まぁなんかそういうそっちの海の方が見たいかなと思いますね、はい。
オペレーター: あのー、まえっと、季節は今回はいつ、春で、すね。,カスタマー: あ、そう、えっとー、そうですね、あのーこれから暖かくなったら行こうかなと思ってるんで。
オペレーター: あのー、それ以外では神社とかはお好きですか？,カスタマー: あ、そうですね、神社好きですねー。
オペレーター: あのー、お食事とかはいかがいたしますか？,カスタマー: そうですね、せっかくまぁ海沿いにいるんで、なんか魚関連の何かが食べれたらいいかなと思うんですけど。
オペレーター: お刺身とかはお好きですか？,カスタマー: そうですね、お刺身大丈夫です、うん。
オペレーター: 金目、のあのこのじ、地元で捕れる金目鯛はブランド魚って書いてますね。,カスタマー: えじゃあ、ちょっとねぇこう奮発して、まぁたまの旅行なんで、ちょっとそういうところで、ま金目のそのしゃぶしゃぶはすごいちょっと美味しそうなんで。
オペレーター: はい。,カスタマー: そこでお昼食べようかなって思うんですが、はい。
オペレーター: あ、なんかそうですねこの、金目鯛特になんかすごく脂が乗っていて、お刺身とかあと漁師煮、浜焼き、唐揚げなんかすごい色々も、なんかメニューがあるみたいなんで、楽しんでいただけると思います。,カスタマー: そうですね、そう、やっぱあのなんか、お刺身だけだとちょっとね、寂しいので、色々食べれた方がちょっといいかなと。
オペレーター: あとなんかお土産とかいかがでしょうか？,カスタマー: そうですねー、お土産ー、なんか、あー家にちょっと、ま親とかに買っていきたいんですけど、なんかぎょ、ぎょー、魚の加工品とかなんかそういうものを扱っているところって近くにありますかね？
オペレーター: あとはなにかあのー、ご質問と他になにかやってみたいなとかございますか？,カスタマー: そうですねー、まちょっと海の方見たんで、こう海じゃないや、ま山とかそういう景色がいいところがあれば教えていただきたいんですけど。
オペレーター: 山がいいですか？,カスタマー: そうですね、山の方であれば、ま例えば湖とかなんかダムとかそういうこう、ね緑の風景が見れたらいいかなと思うんですけど。
オペレーター: あとはなにかあのーご質問とか行きたい場所、欲しいものとかございますか？,カスタマー: そうですね、お土産とかももう買ったので、まぁ、もう1箇所見に行くか、あとは夕飯の場所もちょっと考えときたいかなと思うんですけど。
オペレーター: えと何がいいですかね、和食か洋食かとかありますか？,カスタマー: そうですねー、まお昼和食というかお魚だったので、まーあの、和洋どっちでもいいんですけど、あのおに、お肉が食べられるようなお店をちょっと教えていただきたいと思います。
オペレーター: 夜は17時から21時までやっていますが、夜は要予約なのでご注意ください。,カスタマー: 予約、なんかもっとこうガッツリ、こうステーキとかハンバーグみたいなお店がもしあったら、教えていただきたいんですけど。
オペレーター: 少々お待ちください。,カスタマー: なんかバーベキュー的なものでも、いいんですけどなんかそういうのがあったらいいかなーってちょっと今思ってます。
オペレーター: えっとー、今回ご旅行はー、どちらの方面とかーをご希望されていらっしゃいますか？,カスタマー: あ、大阪の方で、ちょっと考えておりまして。
オペレーター: えとー、大阪ですと、あの何人ぐらいのかたで回られる予定でございますか？,カスタマー: えとー、今二人で、友人と二人で、はい。
オペレーター: 特にあの大阪でー見たいものとかってありますか？,カスタマー: なんかお笑いーの多分劇場とかそーゆうのあると思うんですけど、そーゆうの、とかー。
オペレーター: はい、はい。,カスタマー: あとはま大阪らしい物なんか食べたいなとか、あはは、考えてます、はい。
オペレーター: 演芸みたいな形でよろしいですかね。,カスタマー: そうですね、お笑いー、だったら。
オペレーター: はい。,カスタマー: 見たいもの、は、そんなに、ない、うん。
オペレーター: ではあのその、何かこう、歩き、歩きながら。,カスタマー: 食べ歩きとかー、なんかたこ焼き食べた、美味しいたこ焼き屋さんとか。
オペレーター: あ、こちらも、中で食べる事も外で食べる事も出来そうな感じのとこなんですけれども。,カスタマー: 何か出来ればイートイン出来る、寒そうなんで時期的に。
オペレーター: あー、そうですね。,カスタマー: な、なのでちょっと、さ、よ、中で食べれるような所があれば、いいなってゆう思いで。
オペレーター: あのー、お店の中でも食べられまして、当然お持ち帰りも出来るんですけれども、このお店はいかがでしょうか。,カスタマー: あ、そこで、是非お願いしたいでーす。
オペレーター: 串カツとかご興味ありますか？,カスタマー: あ、はい、なんか大阪らしい食べ物食べたいと思ってて、やぱちょと関東なので、すごい、そーゆうなんか、大阪らしい食べ物食べたいなってゆう。
オペレーター: 一応今道頓堀で検索かけたんですけれども、新世界の方で変えてみますね。,カスタマー: 良かった新世界で、はい。
オペレーター: 煮込み料理とかがあるのはーあの、いっとくっていう、串カツいっとくってとこ、あのお写真ではあの煮込み料理みたいなものも、あの一緒に出てまいります。,カスタマー: あー、なるほど、土手焼きとかも食べたいなって思うんで。
オペレーター: はい。,カスタマー: だったら煮込みとか、あったほうがいいですもんね、はい。
オペレーター: いろんなものが、あのー、あるのでちょっとこのー。,カスタマー: 串カツだけじゃなくて、そうですねいろんなものが食べたいね。
オペレーター: で、はい。,カスタマー: 行ってみたいです、はい。
オペレーター: とお好み、ええ、お好み焼きじゃなくて、えと、えーと、たこ焼きを食べてー、えー串カツを食べて、今あのーいっぱい食べてきてるんですけれども。,カスタマー: うふふ、なんか、そう、観光したい、観光、なんか。
オペレーター: んか、ちょっと、えーお好み焼きとかはいかがですか？,カスタマー: ちょっとー、なんか夜にホテルで高いディ、なんかちょっといい感じのディナーとかを食べたいなって思っててー。
オペレーター: じゃああのちょっと、新世界で、見られるものとかを探してみますね、はい。,カスタマー: はい、観光とかなんか、ショッピングしたいなみたいな。
オペレーター: と、こちらー、行かれますか？,カスタマー: あ、ちょっと記念に登ってみたいです、はい。
オペレーター: とー、なか。,カスタマー: まあとは散策、さっきみたいに、さっきおっしゃっていただいてたちょっとあの辺、ぷらぷらしようかなーって思って。
オペレーター: 特にいろんなお店が沢山ありますので見て回る事は本当にか、あの、簡単に、出来ると思いますので、よろしいんじゃないかと思われます。,カスタマー: あ、はい、じゃそれで、そんな感じで行きたいです、はい。
オペレーター: えっといろいろ食べ歩きされているんですけれども、ではあの夕飯とかーいかがいたしますか？,カスタマー: 夕飯はちょっと友達が誕生日なので、あのー、ちょっとホテルの、ちょっとお祝いしたいなって思ってるんですけど。
オペレーター: あーそうなんですか、はい。,カスタマー: ホテルのディナーみたいな感じでなんか、はい。
オペレーター: あのー、ホテル―ですと、あの、あ、何料理がいいですか？,カスタマー: あー、何がいいかな、イタリアンとか、えへへへへ。
オペレーター: えーっと、ホテルの中がよろしいんですよね。,カスタマー: そう、なんか景色がいいとこがいいなって思ってます、はい。
オペレーター: えっと、ちょっともう、もうお食事決めてはしまったんですけれども、あのーまああの、甘いもの屋さんとか、スイーツとか、にお立ちよりするっていう、のことは、なんか、歩いてる時に、お店、なんか選んでみたいとありますか？,カスタマー: はい、あーなんか、可愛いカフェとかちょっと行きたいなとか、流行ってる、あ、なんか韓国系のカフェとか。
オペレーター: はい。,カスタマー: なんか、よく鶴橋とか聞くんですけど、大阪の。
オペレーター: 甘味処。,カスタマー: 甘味、いや、ケーキとかがいいです。
オペレーター: 東京の新大久保に、お店がある、みたいで、ちょっとそれに次ぐ二店目ていうふうには書かれているんですけれども。,カスタマー: なんかできれば、大阪にあるー、ないのがいいかなーみたいな思うんですけど。
オペレーター: 本日はご利用いただきましてありがとうございます。お客様、どのようなご旅行をご希望でしょうか？,カスタマー: はい。春に伊豆旅行に行きたいなと考えてます。
オペレーター: はい、かしこまりました。お客様、何名様のご旅行の予定ですか？,カスタマー: っと妹と二人で行きたいです。
オペレーター: はい。お待たせいたしました。お客様あの伊豆の方で。,カスタマー: そうですね。海を見たいっていうのと。
