previous_operator_utterance,current_utterance
オペレーター: あ、ビーチですか？,カスタマー: はいはい。
オペレーター: 21時ですから、9時までです。はい。,カスタマー: 21時？あ、9時までね。あー。
オペレーター: その後景色をどんどん坂からご覧になって。,カスタマー: そしてお夕飯は天天有さんのちゃんぽん、皿うどんございますね。
オペレーター: はい、今お調べいたしますね。少々お待ちください。,カスタマー: はい。
オペレーター: はい、ありがとうございますー。,カスタマー: でー、えーとー。一応、二軒目なんですけどー。
オペレーター: え？,カスタマー: 展示会ですか？かい…。て。
オペレーター: はい。,カスタマー: はい。
オペレーター: んー。あとは。,カスタマー: <>。
オペレーター: 新世界の、あの串カツいっとくさんで、えー、串カツをお召し上がりになって。,カスタマー: 通天閣に登って、えー、それから、えーと、今の、イムズカフェというんですけれども韓国人のお店、ですね。
オペレーター: あ、はい、じゃ、波上宮、のほうですかね？,カスタマー: はい。
オペレーター: はい。はい。はい。ええ、ええ。はい。,カスタマー: えーっと、ちょっと今ぱっと浮かぶものがうどんぐらいしか出てこないんですけど、うどんの他には何がえーと、食べ物はありますかね。
オペレーター: なんかあの、面白いところ見つけたんですけど。,カスタマー: うん、なになに？
オペレーター: はい、でこちらあのーせ、千人風呂とございまして、沢山の人数で入れるような大きい大浴場となっております。はい、でこちら、あのーえーっとですね…国の国民保養温泉の第1号地。,カスタマー: うん。
オペレーター: ちょっと<>しようかななんて思ったんですけ、まぁ予約をとっちゃって。,カスタマー: あっ、あっ、ええええ。
オペレーター: こ、効能、効能が載ってて、神経痛とか。,カスタマー: あの。
オペレーター: ずんだを使った、お菓子のお店。お客様、お好きですか？,カスタマー: はい、好きです、はい。
オペレーター: はい、ええ。,カスタマー: そういった意味でー、結構観光では、魅力なん、だけ、ど、まあ特に特徴はない、っていう感じですのでー。スーッ、あのー。
オペレーター: し、北えびすも載ってない。,カスタマー: ふーん。
オペレーター: はい、では一応こちら、営業時間なども、えー、ご紹介させて頂きますね。,カスタマー: と、こちら夜が17時から21時半となっております。
オペレーター: はい、かしこまりました。そしたら、こちらも候補の一つとして、はい、押さえておきますね。,カスタマー: はい。
オペレーター: で、えっと、さっきのえっと円山動物園が,カスタマー: はい
オペレーター: ま木ば、ちょっとアロエを見た後に木、また樹林っていうのはあれなんですけども。,カスタマー: いやいやいや。あの樹齢2000年の御神木なんかもあります。
オペレーター: ええ。,カスタマー: ええ。
オペレーター: ゆっくりできるかなっていう。,カスタマー: で、夜も刺し身、ステーキ。
オペレーター: はい。,カスタマー: はい、少々お待ちください。
オペレーター: ええ。こちらですね、昭和23年頃からやっているということでー,カスタマー: えー。
オペレーター: はいはいはい。,カスタマー: どうでしょうか？
オペレーター: 結構あの、お店の雰囲気はー、もう、あの、す、スナックみたいな、こ、スナックっていうかなんていうか、あのー、なんていうん、ファストフードみたいなー、店構え、店構えで、中もカウンターとかがありまして、あの、結構、こうラフな感じで入れるお店なんですが。,カスタマー: へー。
オペレーター: うんうん。,カスタマー: はいわさび漬けですね、はい。こちらもそうですねあのご家族に買われてもはい宜しいかと思います。
オペレーター: はい。約20分間、乗りまして、あの、慶良間諸島にある小さな島でございます。はい。,カスタマー: はい。
オペレーター: ええ。,カスタマー: 折角～、そこの近くに行くならー、もう首里城も、まとめてー。
オペレーター: うんうん。,カスタマー: そうですね。
オペレーター: ほぉおー。,カスタマー: でこちら、ロープウェイ、が、ございまして、こちら乗り継いで、えっとー、山頂展望台の方に向かって、えー、登って行くような、まあ、アトラクションといいますか、まあ、アクティビティが楽しめる場所となってますね。
オペレーター: へー。,カスタマー: えっと、一応ですね、えーとー、博覧会のおよそ8年後、アメリカのコニオ、コニオワン、アイランド<>、コニーアイランドをまねた遊園地、メガパークっていうのがあるみたいです。
オペレーター: おねがいします。,カスタマー: はい。
オペレーター: すいません。あの、お時間が来ましたので、きょうはこの辺で。,カスタマー: はい。
オペレーター: 海水浴場から近いので。,カスタマー: はい。歩いて行ってお買い物することもできるかなって思うんですけども。
オペレーター: お客様、お待たせいたしました。,カスタマー: はい。はい。はい。
オペレーター: はは。はい。そうですねすいませんあのー1日の流れをちょっとあのまとめてあのーあのちょっとまとめてみたいんですけれども。,カスタマー: はい。
オペレーター: ありがとうございます。,カスタマー: はい。じゃあ、すいません、本日はこちらにて、はい、終了となります。
オペレーター: あと、ビデオで、あの昆虫の生態とかを、紹介してたりとかしてー、あのーこのやえま、八重山諸島にしかいないっていう、くろてん<>。,カスタマー: あー。
オペレーター: はい。,カスタマー: 場所と、なんか、両方楽しめたらいいですよね、うーん。
オペレーター: はい。,カスタマー: はい。
オペレーター: はい。はい、復唱いたしますね。ゼロニーニ、ニーイチニ、ニーサンヨンゼロでございますので、よろしくお願いいたします。,カスタマー: はい。
オペレーター: はい、一応、こちらですね、あのー、フルーツ狩りは内容に異なる、って、やはり時期によって多少、違うんでしょうけれども。,カスタマー: はい。
オペレーター: はい。,カスタマー: はい。
オペレーター: あ、うーん、どの辺なんでしょうねえ。,カスタマー: お客様<>。
オペレーター: 一応お子さ、はい。,カスタマー: <>あ、すいません。えっと、市内から近いんですか？ちょっとあんまり地理詳しくないんです。
オペレーター: カフェレストラン？,カスタマー: はい。
オペレーター: ある。,カスタマー: 温泉なんですけど、写真を見る限りだと。
オペレーター: はい。,カスタマー: えっといろいろ食べ歩きされているんですけれども、ではあの夕飯とかーいかがいたしますか？
オペレーター: 明治二十九年に建てられた、教会、ございましてー。こちら、カトリック中町教会、と言います。ほう、ほう。,カスタマー: ええ。
オペレーター: ええ。,カスタマー: ええ、ええ。
オペレーター: そうですね、頑張って早起きをしてますしー、あとあんまりお昼時混むとちょっと妹のことも心配なので、もう、開店と同時にちょっと早<>けど、早弁感覚で、はい、はい。,カスタマー: ええ、ええ。
オペレーター: あの女将さんがこう考案したつけ天っていうのが今あのさっきおは、話をしたような、しましたあのー、冷たいお蕎麦の、をあのー、エビが乗っているみたいな、天ぷらが乗っているみたいな、あのーもので、暖かなお蕎麦に大きなエビが天が入っているものもございます。,カスタマー: はー、なるほどなるほど。
オペレーター: こちらがですね、あのー、北海道の代表的な味覚である、蟹料理をはじめ、あのー、郷土懐石など、あの、ございまして,カスタマー: はい
オペレーター: はい。そういった温泉もありますね。ええ。,カスタマー: そうなんですね。<>
オペレーター: うーん。,カスタマー: がございまして、はい。こちらがですねあの静岡市立という、いったところで入園料がですね、あの620円。
オペレーター: ええ、ええ。かしこまりました。,カスタマー: では、お子様向けの場所でございますね。
オペレーター: っていうのもまあ、はい…。,カスタマー: んっ…、ああ、良いですよね、うん。
オペレーター: そうなん、だから、あのー、食事ね。その時は食事しようかなと思ったんだけど、もう遅かったんで、すぐ帰っちゃったんでー。じゃ、今回、だから…。,カスタマー: はい。
オペレーター: はい。,カスタマー: 今日はありがとうございました。
オペレーター: そうですねー、うん、タクシーで行かないとね、どっちかが飲めないから、はははは、うん喧嘩しますからね、ははは、だからじゃないとだめ。,カスタマー: そうですよね、あの、お互い、お互い飲む、飲むためには。
オペレーター: はい。,カスタマー: ほか、ちょっと、今の説明にも出てきました、波上宮という場所も、ございまして。
オペレーター: 野菜っぽいのもありますけど、ホタテ貝がのったものとか。ちょっと違うお店なんですけど、こちらも、あのー、カレーショップ。,カスタマー: カレーショップエスっていうお店なんですが、あのー、鶏、コイチモ、鶏ガラと香辛野菜。こちら野菜がメインみたいな感じなんですけれども、あの、スープにコリアンダーとか、チリパウダーとか、いろいろスパイスをミックスして、辛味スー、スパイスは、あの、キル、キル、プリッキーヌ、ホワイトペッパーの7種類を配合、チキンの大きさ。
オペレーター: はい。大変お待たせいたしました。,カスタマー: えーと、お客さま、あのー、函館朝市とございまして。
オペレーター: まあ、だ、であればさらにいいですね。,カスタマー: うーん。屋久島だと、えーと、ちょっとお待ちください。
オペレーター: うん。ですよね。,カスタマー: で、ええ、あのー、お客さま、夏頃とのことなんですけれども8月ぐらいですかね？
オペレーター: はい。そうなんですね。見頃があるんですよね。,カスタマー: はい。あ、ただですね、今調べましたところ、あの、べ、別の場所で、あのー、やはり、あの、ヒマワリ畑がございまして。
オペレーター: もう、全然関係ない…、あのー…、もういっ…。,カスタマー: 旅行…、ご旅行の予定日。あの…、いつでも行けるっていう…。
オペレーター: えーえー。,カスタマー: えー、はい。
オペレーター: なんかちょっと、タイムスリップした感じに、あの、沖縄の古民家が並んでるみたいな料理店、沖縄料理店です。,カスタマー: ええ、ええ。よさそうですね。
オペレーター: 株式会社宝水、たからのみずワイナリー。,カスタマー: ほうほうほう。
オペレーター: はい。,カスタマー: はい、こちらに乗っていただいてー。
オペレーター: うんうん。,カスタマー: あの、ま、要は鍾乳洞ですね。
オペレーター: はい。,カスタマー: 両方とも魚介ですので、ほかの食べ物でしたりとかご紹介しましょうか？
オペレーター: では、あのぴったしな場所をお調べ致しますので、少々お待ち頂けますか？,カスタマー: あは、はい、はい。
オペレーター: あ、はい、ありがとうございます。,カスタマー: はい。すいません、それではお時間がそろそろ来ましたので。
オペレーター: はい。,カスタマー: はい。あのー、すぐ。あ、地下鉄ですね、京都の地下鉄に乗っていただいて。
オペレーター: あー、そうしましたらですね、やはり、あの、仙台のち、仙台駅に近いところにですね。,カスタマー: はーい。
オペレーター: ええ、はい。はい。はい。あ、そうですね。ええ、ええ。,カスタマー: あの、ぜひ、はい。こちらですね。ええ、はい。あ、すいません、ごめんなさい。はい。
オペレーター: あ、はい、かしこまりました。,カスタマー: こんな感じで考えてます。はい。
オペレーター: ありがとうございます。,カスタマー: でえーは、えー北海道、特に具体的になにかやりたいとか、こういったことしたいとか、って決められてますか？
オペレーター: あ、こちらが、松島、宮城の松島、え。,カスタマー: あ、はいはいはい。
オペレーター: えっと、そちらは、あのー、さっき申し上げた札幌のファクトリー、あの、明治9年に、せ、そ、設立されていて、設計されて、設立されていてー、あの、サッポロビールの跡地に作られた大型のフクギョーキセツ、施設なので、ま、十分、ショップとか、レストランもございます。,カスタマー: ふーん。
オペレーター: あのー、ラーメンが食べれることができるんですけど。,カスタマー: はい。
オペレーター: あー。,カスタマー: 神社とかよりは、あの、もうちょっとこう、公園みたいなところの方がよろしいでしょうか？
オペレーター: あ、そこも是非、候補にしたいです。うん。,カスタマー: はい。分かりましたー。
オペレーター: 一応こちらのお店がえーと17時から22時半,カスタマー: あー
オペレーター: <>はい。,カスタマー: はい。
オペレーター: これは違うか、ごめんなさい。,カスタマー: ちょっとお待ちください。
オペレーター: うん。,カスタマー: ということで、えーっと。
オペレーター: へー。,カスタマー: はい。
オペレーター: えへへへへ、へへ。,カスタマー: ええ。
オペレーター: あー。,カスタマー: もう最高ランクの肉をはじめ、厳選した上質な肉と。
オペレーター: まあ、そこそこ手頃ですよね、そのぐらいなら、うーん。,カスタマー: ええ、ええ、そうですね、あのー、特になんか牛タンを食べるのにたくさんお金がかかるとか、そういうわけではないようです。
オペレーター: あー,カスタマー: 巻きつけて
オペレーター: っていうお店が、これも那覇で、あるんですけど。,カスタマー: はい。
オペレーター: ああ。どこも、お休みなんですかね？,カスタマー: そうですね。こちら、月曜日がお休みとなっておりますね。こちらも。はい。
オペレーター: うんうんうん。,カスタマー: はい。あ、美味しそうですね。はい。
オペレーター: こちらは、あのー、ま、お魚もお肉も食べられるみたいな形で。,カスタマー: うんうん。
オペレーター: ええ、あのー、東京の半値以下、フフフ、フフフ。,カスタマー: フフフフ、ですね、フフ。
オペレーター: ええ、ええ。,カスタマー: そこで遊びながら…とかっていうような形ですかね。
オペレーター: そうですね、あの、ゴールデンウィークの前ぐらいに。,カスタマー: あ、なるほど、ゴールデンウィーク前ぐらい。
オペレーター: はい、ではお客様どちらになさいますか？先程の定食系のお店がよいか、或いは今申し上げましたこちら名前がですね、京料理卯柳先斗町花と言います。,カスタマー: へー。
オペレーター: はい。ええ、ええ。,カスタマー: あ、はい。
オペレーター: ああー、アグー豚、うんうん。,カスタマー: アグー豚の専門店、みたいな、ところでしたりとか。
オペレーター: はい。はい、そういったお店もありますね。こちら例えばなんですけど、はい、こちらはですねあのー…弘前駅前公園の近くにあるパン屋さんなんですけれども。,カスタマー: へー。
オペレーター: 1個、足湯ゆらりっていうところが。,カスタマー: ふーん。
オペレーター: あー、それがいいですねー、うーん。,カスタマー: あ、こちらのイメージでございますか。
オペレーター: そういう感じですと、少々お待ちください。,カスタマー: はい。
オペレーター: はい。,カスタマー: で、その中で、グラス、このグラス、ガラスっていってもいいんですけれども、ガラスの底になったボートがあったりしてですね、そのガラスの底のボートの中から泳いでいるお魚、熱帯魚とかを見ることができる場所になっております。
オペレーター: ええ、ええ。,カスタマー: なんか、ゆ、よくわからなくってー、あのー…。
オペレーター: 水平線から月があって書いてありまして。,カスタマー: へー。
オペレーター: じゃ、じゃあ、ま、まあ、企画展が何でもちょっと行ってみたい、興味あるんで。,カスタマー: あ、はい。ありがとうございます。
オペレーター: はい。,カスタマー: ええ。
オペレーター: はい。ありがとうございます。であれば、老舗のところが非常に気になるので。,カスタマー: ええ。ええ、ええ。
オペレーター: ということで、えーっと。,カスタマー: 直売所の2階から、あのガラスの窓越しに醸造風景見学できるみたいですね。
オペレーター: はい、海鮮料理大好きなのでぜひお刺身おいしいのが食べたいです。,カスタマー: かしこまりました。はいそうですね、こちらがですねあのー、
オペレーター: うんうん。,カスタマー: あるいは、その辺にあるような洋食店のような感じのレストランでお選びいただくか。
オペレーター: やってるようなお店も全然いいですけど、はい。,カスタマー: まあメニューとしてあるんだったら<>
オペレーター: はい。,カスタマー: ああー。
オペレーター: ああ、ああ。,カスタマー: ああ、ああ。
オペレーター: 卓球もあるかもしれないですね。,カスタマー: なんか、い…。
オペレーター: 4名様でございますね。,カスタマー: こちらお友達との4名様でしょうか？あるいはご家族での4名様でしょうか。
オペレーター: はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: あと沖縄の美ら海水族館ご訪問なさって、夜はホテルオリオンモトブリゾートアンドスパ、オールデイダイニングシリウスさんでございますね。
オペレーター: んー。,カスタマー: あとは、ちょっと海水浴場が多くなってしまうんですけれども。
オペレーター: ええ、ええ。,カスタマー: ああ。
オペレーター: あ,カスタマー: 情報不足でいえいえ、とんでもないです。とんでもないです。
オペレーター: かしこまりました。,カスタマー: で、あのー、特におすすめがですねー
オペレーター: そうですね。,カスタマー: はい、ええ
オペレーター: うーん,カスタマー: 一応冬とかちょっと関係ないんですけど
オペレーター: プール、あー、プール。はい。,カスタマー: と、こちらだと、ちょっと、ちっちゃいお子さまどうか、ちょっと確認いたします。
オペレーター: あのー,カスタマー: お客様は、あのー、蟹料理などはお好きでしょうか？
オペレーター: はいはい。はい。,カスタマー: はい。
オペレーター: しかもここですね、創業が1893年。,カスタマー: すっごーいですねー。
オペレーター: ああ。,カスタマー: ううん。
オペレーター: ええ。はい。あ、ただ、あ、はい、ただですね、あのーえーとですね、その五重の塔自体はあの冬もご覧になることはできるんですけれども、あのー宝物館ですね。,カスタマー: はい。はい。
オペレーター: こちらもはいあの眺めが大変よろしくてですね、あの夕日、夕日の名所として知られるところでございます。はい。,カスタマー: へー。
オペレーター: 並んで置かれる形になります。,カスタマー: はあ。
オペレーター: そうですね、ううん。,カスタマー: <>ちょっとお天気次第ってところもあるんですが、後半はやっぱり屋根のある所が多いので、あのーお天気が悪ければ、あの後半の植物園とか、あの昆虫館とかを時間延ばしていただければ、あの<>的に楽しめるんじゃないかと思われます。
オペレーター: ええ。ええ。まあ、ええ、ええ。,カスタマー: はい。
オペレーター: で、最上階の5階には、え、紅葉の美しい、えー、お庭と展示空間として設置された茶屋、茶室が、えーと、構えております。,カスタマー: 都会の喧騒の中で。
オペレーター: あのー、はい、で、え、よく、まあ、ま、人気のあるスポットを、ちょっと教えていただければと。,カスタマー: はい。かしこまりました。
オペレーター: そうです、ですので、お客様が、もしですね、短めのお時間で温泉をお楽しみいただける場所をお探しでしたら、先ほどの市太郎の湯の方がいいかなあという気がいたします。,カスタマー: はい。
オペレーター: こんな感じで考えてます。はい。,カスタマー: はい。ただ今、あの、お調べいたしますので少々お待ちください。
オペレーター: はい。えーと、ソーキそば以外です、にも、えーとゴーヤチャンプルーや、てびちー、など…、など、結構まあ色んな、家庭料理が楽しめる、まあ、定食屋のような感じですかねー。,カスタマー: はい。
オペレーター: ええ。では、例えばその長崎のご当地料理のようなものでよろしいですか？,カスタマー: あ、はい。お願いしまーす。
オペレーター: はい。,カスタマー: そうですね例えばなんですけれどもあの三内丸山遺跡というあの史跡がございまして。
オペレーター: あ、北海道で考えてます。,カスタマー: あ、北海道ですねー、はい、ちなみに北海道、えー、何月ごろに行くとか、季節はどれぐらいに行きますか？
オペレーター: ここも結構、お勧めではありますね,カスタマー: あ、行きたいですね。
オペレーター: えー、もうひとつが、えっと、JRホテルクレメント高松、レストラン、ふ、えー、レストランフィオーレとゆう、えーと、ホテルの中のレストランとなっております。,カスタマー: ふんふん
オペレーター: これ、月曜日で考えてたんで。,カスタマー: あっ、本当ですか？そ、ああ、そうですか。
オペレーター: はい、とりあえず、無難に那覇にしよう、と思ってます。,カスタマー: あ、那覇周辺ですね。
オペレーター: そうですね、有名なところですね。,カスタマー: なんか見るだけだとあんま、すぐ終わっちゃうかなと思ったんですけど、作るのがあったら面白いかなと思います。
オペレーター: えーっと、そのガイドのお時間っていうのは載ってないんですが。,カスタマー: えーこちらの滞在時間は90分以上ってなってますね。
オペレーター: はい、うんー、大変おすすめ、だと思うんですけどー,カスタマー: はい
オペレーター: それとかを、見る。,カスタマー: はい。
オペレーター: ふーん。,カスタマー: 一応、閉店日も無休なので、安心して選べるとは思うんですけれども。
オペレーター: はい、かしこまりました、はい、えー、それでは、えー、北海道に行かれたいということですが、えーと、何か具体的にこういうことがやってみたいですとか。,カスタマー: はい。
オペレーター: うんうん。,カスタマー: ええ。で、あとこちらでも、お土産とかも、あのー、買えるようで。
オペレーター: んーと、あのー、なんだ、えっと、コウ、あの、アロマの原料になる花がいっぱい咲いたところがあるって聞いたことあるんですけど、何だっけ？,カスタマー: アロマの原料になる花。
オペレーター: まあ昔の、歴史に出てくる場所ですよね。,カスタマー: こちらあの、亀山社中資料展示場というものがあったり、あるいは歴史文化博物館とか。
オペレーター: はい。,カスタマー: はい。お願いします。
オペレーター: セグウェイ、いやなんでしょうねえ。,カスタマー: なんていうんでしょう、なんかあの車みたいなやつの上に立って乗るんですけれどもー、自転車みたいにこぐんではなくて、まあ勝手に動いてくれる二輪車のようなものでしょうか。
オペレーター: あ。,カスタマー: はい。
オペレーター: あの生田緑地内にあるということなので、結構緑が多いところで、えーっと、ま岡本太郎自身があの川崎市に寄贈した約2000点のしょ、あの作品がなんか収蔵されてるみたいです。,カスタマー: あー、ふんふんふん。
オペレーター: かー、なんかあの,カスタマー: はい。
オペレーター: うーん。はい。あ、そうですね。,カスタマー: あの、こちらはあの、一応郷土料理になっていまして、個室みたいなあの、藁葺き屋根みたいな個室みたいな写真があるんですけれども。
オペレーター: では、海の幸、えーと、最初にご案内したのでよろしいですか、みちのく料理西むら、あのー。,カスタマー: ですね、まあ、そこがいいと言うんであれば、そこでいいです。
オペレーター: で、展望台からはあのー、大パノラマが、あの知床の山とかそういったのも見渡すことができますね。,カスタマー: そういった方がいいですか？
オペレーター: はい。,カスタマー: まあ1回そこに入ってさっぱり。
オペレーター: でー、ほーかーにーも、えーと…。,カスタマー: とりあえず、今のー、えっとー、アトリエショップの方は、とりあえずメモに…。
オペレーター: 大丈夫です、大丈夫です。,カスタマー: ラムも、マトンも。
オペレーター: あーはい、ただいまおしら、お調べいたします。,カスタマー: あとなんかあ、はい。
オペレーター: えっと、ここは、今、見てるのが札幌のテイザンケイなので。,カスタマー: うん。
オペレーター: かえ、これ、料金が展覧会により異なるということなので、あの企画展とかがあるのかもしれませんね。,カスタマー: はい。
オペレーター: ふんふん。,カスタマー: ふーん。
オペレーター: 結構よさそうなんですけど、これたっぷりあの岡本太郎を、がみられるっていう感じのところですね。,カスタマー: もうそこは、もう名前がついている以上やっぱ岡本太郎が、もうメインというか、ほぼ岡本太郎の作品がみれることができるっていうことですよね。
オペレーター: ちょっと、あんまり聞いたことないな。,カスタマー: 確かに。ヘヘヘ。
オペレーター: うんうん。,カスタマー: はい、そういった意味ではなんていうんでしょう、体験というか、体を動かす遊びもできますし。
オペレーター: ふんふんふん。,カスタマー: ほー。あのー、おりょう、なんか一応、座席、あのー、テーブル席と、あお座敷の席があって、お酒やあと料理、懐石みたいなものもございますっていう感じになっているんですけれども。
オペレーター: はい、えーと、では、お客様、えーっと、本日はご旅行のご相談ということで、お間違えないでしょうか？,カスタマー: はい。
オペレーター: ええ、ええ。,カスタマー: あ、かしこまりました。はい、少々お待ちください。
オペレーター: はい。,カスタマー: はい。
オペレーター: こ、屋台みたいな所で買って食べるお店もあるんですが、,カスタマー: うん。
オペレーター: あの、まあ、人工、人工の島なんですよね。,カスタマー: はい。
オペレーター: はい、では、電話番号、申し上げさせていただきます。,カスタマー: よろしいでしょうか？
オペレーター: ええ。,カスタマー: ええ。
オペレーター: うん。,カスタマー: はい、なかなかあの珍しい観光地となっておりますので、はい、もしよろしければこちらも、はい、候補の一つとして行かれると面白いかと思うんですけれども。
オペレーター: うーん。,カスタマー: 道が描かれるムーンロードが名物となっておりまして。
オペレーター: うーん。,カスタマー: はい。こちらですね、あのー青森を代表する、あの湖でご、ございまして、はい。北海道のしこ、支笏湖という湖があるんですけれども、あの3番目に日本で3番目に深い。
オペレーター: まぁなんか市内周遊みたいな<>かね,カスタマー: 周遊バスですかねそしたら、周遊バス、えーと、ちょっと今お調べしてます
オペレーター: あ、4人になります。,カスタマー: 4名様ですね。
オペレーター: はい。,カスタマー: あと、こちらに温泉施設などの、はい、リラクゼーションスペースも、はい、あの、空港にございます。
オペレーター: うん。,カスタマー: あ、でも、そうそう、だから、なんかきっとお土産…。
オペレーター: はい。あとなにか、ほかに、見てみたいですとか、食べてみたいものとか、ご要望はございますか？,カスタマー: はい。
オペレーター: そうですね。はい。,カスタマー: ええ、ありがとうございます。
オペレーター: うんうん。,カスタマー: はい。
オペレーター: 沖縄の、あ、はい。,カスタマー: ええ。
オペレーター: あ、大酒のみじゃないんですけど、ちょっとたしなむぐらいは飲むんで,カスタマー: 左様でございますか、ではですね、こちら宮城の地酒を扱っておりまして―、はい、50種類以上取り揃えているようですので<>こちら少しずつお楽しみいただくとよろしいかと思います。
オペレーター: 朝の<>から、はい、やっている感じのお店では、ございますけれども。,カスタマー: あー、はい。
オペレーター: ええ、かしこまりました。,カスタマー: では、苦手なものはないということで、ではお食事のジャンルはいかがいたしましょう。
オペレーター: はい。,カスタマー: はい。他にもご要望がございますか。
オペレーター: はい、はい。,カスタマー: はい、ありがとうございます。えーっと、行きたい場所とかって、もう決まってらっしゃいますか？
オペレーター: はいはいはい、そうですね、なんか良さそうな感じがしますね。,カスタマー: ここも、はい、あすみません、ちょっと、あ、すみません。
